CourseCode,CourseTitle,Section,Instructor,Day,StartTime,EndTime,Classroom,Semester
ART1749,Digital Design,B,Robert Young,Fri,08:30,10:00,B301,2025S
COMP1750,Cloud Computing,C,Anna Wang,Mon,10:00,11:30,C105,2026F
MATH1751,Network Security,D,Victor Lam,Tue,11:30,13:00,C301,2026S
STAT1752,Artificial Intelligence,A,John Lee,Wed,13:00,14:30,D210,2025F
BUS1753,Web Development,B,Alice Chan,Thu,14:30,16:00,D305,2025S
ENG1754,Linear Algebra,C,Mary Wong,Fri,16:00,17:30,E110,2026F
PHYS1755,Discrete Mathematics,D,David Smith,Mon,18:00,20:00,F402,2026S
CHEM1756,Project Management,A,Kevin Brown,Tue,08:30,10:00,A101,2025F
BIO1757,Information Systems,B,Lisa Chen,Wed,10:00,11:30,A108,2025S
ECON1758,Cybersecurity Fundamentals,C,Peter Ho,Thu,11:30,13:00,A202,2026F
ART1759,Machine Learning,D,Grace Lam,Fri,13:00,14:30,B201,2026S
COMP1760,Data Communications,A,Helen Zhao,Mon,14:30,16:00,B202,2025F
MATH1761,Operating Systems,B,Michael Tan,Tue,16:00,17:30,B301,2025S
STAT1762,Database Systems,C,Sarah Liu,Wed,18:00,20:00,C105,2026F
BUS1763,Software Engineering,D,Daniel Wu,Thu,08:30,10:00,C301,2026S
ENG1764,Computer Networks,A,Emma Chen,Fri,10:00,11:30,D210,2025F
PHYS1765,Calculus,B,Robert Young,Mon,11:30,13:00,D305,2025S
CHEM1766,Probability and Statistics,C,Anna Wang,Tue,13:00,14:30,E110,2026F
BIO1767,Business Analytics,D,Victor Lam,Wed,14:30,16:00,F402,2026S
ECON1768,Academic Writing,A,John Lee,Thu,16:00,17:30,A101,2025F
ART1769,Digital Design,B,Alice Chan,Fri,18:00,20:00,A108,2025S
COMP1770,Cloud Computing,C,Mary Wong,Mon,08:30,10:00,A202,2026F
MATH1771,Network Security,D,David Smith,Tue,10:00,11:30,B201,2026S
STAT1772,Artificial Intelligence,A,Kevin Brown,Wed,11:30,13:00,B202,2025F
BUS1773,Web Development,B,Lisa Chen,Thu,13:00,14:30,B301,2025S
ENG1774,Linear Algebra,C,Peter Ho,Fri,14:30,16:00,C105,2026F
PHYS1775,Discrete Mathematics,D,Grace Lam,Mon,16:00,17:30,C301,2026S
CHEM1776,Project Management,A,Helen Zhao,Tue,18:00,20:00,D210,2025F
BIO1777,Information Systems,B,Michael Tan,Wed,08:30,10:00,D305,2025S
ECON1778,Cybersecurity Fundamentals,C,Sarah Liu,Thu,10:00,11:30,E110,2026F
ART1779,Machine Learning,D,Daniel Wu,Fri,11:30,13:00,F402,2026S
COMP1780,Data Communications,A,Emma Chen,Mon,13:00,14:30,A101,2025F
MATH1781,Operating Systems,B,Robert Young,Tue,14:30,16:00,A108,2025S
STAT1782,Database Systems,C,Anna Wang,Wed,16:00,17:30,A202,2026F
BUS1783,Software Engineering,D,Victor Lam,Thu,18:00,20:00,B201,2026S
ENG1784,Computer Networks,A,John Lee,Fri,08:30,10:00,B202,2025F
PHYS1785,Calculus,B,Alice Chan,Mon,10:00,11:30,B301,2025S
CHEM1786,Probability and Statistics,C,Mary Wong,Tue,11:30,13:00,C105,2026F
BIO1787,Business Analytics,D,David Smith,Wed,13:00,14:30,C301,2026S
ECON1788,Academic Writing,A,Kevin Brown,Thu,14:30,16:00,D210,2025F
ART1789,Digital Design,B,Lisa Chen,Fri,16:00,17:30,D305,2025S
COMP1790,Cloud Computing,C,Peter Ho,Mon,18:00,20:00,E110,2026F
MATH1791,Network Security,D,Grace Lam,Tue,08:30,10:00,F402,2026S
STAT1792,Artificial Intelligence,A,Helen Zhao,Wed,10:00,11:30,A101,2025F
BUS1793,Web Development,B,Michael Tan,Thu,11:30,13:00,A108,2025S
ENG1794,Linear Algebra,C,Sarah Liu,Fri,13:00,14:30,A202,2026F
PHYS1795,Discrete Mathematics,D,Daniel Wu,Mon,14:30,16:00,B201,2026S
CHEM1796,Project Management,A,Emma Chen,Tue,16:00,17:30,B202,2025F
BIO1797,Information Systems,B,Robert Young,Wed,18:00,20:00,B301,2025S
ECON1798,Cybersecurity Fundamentals,C,Anna Wang,Thu,08:30,10:00,C105,2026F
ART1799,Machine Learning,D,Victor Lam,Fri,10:00,11:30,C301,2026S
COMP1800,Data Communications,A,John Lee,Mon,11:30,13:00,D210,2025F
MATH1801,Operating Systems,B,Alice Chan,Tue,13:00,14:30,D305,2025S
STAT1802,Database Systems,C,Mary Wong,Wed,14:30,16:00,E110,2026F
BUS1803,Software Engineering,D,David Smith,Thu,16:00,17:30,F402,2026S
ENG1804,Computer Networks,A,Kevin Brown,Fri,18:00,20:00,A101,2025F
PHYS1805,Calculus,B,Lisa Chen,Mon,08:30,10:00,A108,2025S
CHEM1806,Probability and Statistics,C,Peter Ho,Tue,10:00,11:30,A202,2026F
BIO1807,Business Analytics,D,Grace Lam,Wed,11:30,13:00,B201,2026S
ECON1808,Academic Writing,A,Helen Zhao,Thu,13:00,14:30,B202,2025F
ART1809,Digital Design,B,Michael Tan,Fri,14:30,16:00,B301,2025S
COMP1810,Cloud Computing,C,Sarah Liu,Mon,16:00,17:30,C105,2026F
MATH1811,Network Security,D,Daniel Wu,Tue,18:00,20:00,C301,2026S
STAT1812,Artificial Intelligence,A,Emma Chen,Wed,08:30,10:00,D210,2025F
BUS1813,Web Development,B,Robert Young,Thu,10:00,11:30,D305,2025S
ENG1814,Linear Algebra,C,Anna Wang,Fri,11:30,13:00,E110,2026F
PHYS1815,Discrete Mathematics,D,Victor Lam,Mon,13:00,14:30,F402,2026S
CHEM1816,Project Management,A,John Lee,Tue,14:30,16:00,A101,2025F
BIO1817,Information Systems,B,Alice Chan,Wed,16:00,17:30,A108,2025S
ECON1818,Cybersecurity Fundamentals,C,Mary Wong,Thu,18:00,20:00,A202,2026F
ART1819,Machine Learning,D,David Smith,Fri,08:30,10:00,B201,2026S
COMP1820,Data Communications,A,Kevin Brown,Mon,10:00,11:30,B202,2025F
MATH1821,Operating Systems,B,Lisa Chen,Tue,11:30,13:00,B301,2025S
STAT1822,Database Systems,C,Peter Ho,Wed,13:00,14:30,C105,2026F
BUS1823,Software Engineering,D,Grace Lam,Thu,14:30,16:00,C301,2026S
ENG1824,Computer Networks,A,Helen Zhao,Fri,16:00,17:30,D210,2025F
PHYS1825,Calculus,B,Michael Tan,Mon,18:00,20:00,D305,2025S
CHEM1826,Probability and Statistics,C,Sarah Liu,Tue,08:30,10:00,E110,2026F
BIO1827,Business Analytics,D,Daniel Wu,Wed,10:00,11:30,F402,2026S
ECON1828,Academic Writing,A,Emma Chen,Thu,11:30,13:00,A101,2025F
ART1829,Digital Design,B,Robert Young,Fri,13:00,14:30,A108,2025S
COMP1830,Cloud Computing,C,Anna Wang,Mon,14:30,16:00,A202,2026F
MATH1831,Network Security,D,Victor Lam,Tue,16:00,17:30,B201,2026S
STAT1832,Artificial Intelligence,A,John Lee,Wed,18:00,20:00,B202,2025F
BUS1833,Web Development,B,Alice Chan,Thu,08:30,10:00,B301,2025S
ENG1834,Linear Algebra,C,Mary Wong,Fri,10:00,11:30,C105,2026F
PHYS1835,Discrete Mathematics,D,David Smith,Mon,11:30,13:00,C301,2026S
CHEM1836,Project Management,A,Kevin Brown,Tue,13:00,14:30,D210,2025F
BIO1837,Information Systems,B,Lisa Chen,Wed,14:30,16:00,D305,2025S
ECON1838,Cybersecurity Fundamentals,C,Peter Ho,Thu,16:00,17:30,E110,2026F
ART1839,Machine Learning,D,Grace Lam,Fri,18:00,20:00,F402,2026S
COMP1840,Data Communications,A,Helen Zhao,Mon,08:30,10:00,A101,2025F
MATH1841,Operating Systems,B,Michael Tan,Tue,10:00,11:30,A108,2025S
STAT1842,Database Systems,C,Sarah Liu,Wed,11:30,13:00,A202,2026F
BUS1843,Software Engineering,D,Daniel Wu,Thu,13:00,14:30,B201,2026S
ENG1844,Computer Networks,A,Emma Chen,Fri,14:30,16:00,B202,2025F
PHYS1845,Calculus,B,Robert Young,Mon,16:00,17:30,B301,2025S
CHEM1846,Probability and Statistics,C,Anna Wang,Tue,18:00,20:00,C105,2026F
BIO1847,Business Analytics,D,Victor Lam,Wed,08:30,10:00,C301,2026S
ECON1848,Academic Writing,A,John Lee,Thu,10:00,11:30,D210,2025F
ART1849,Digital Design,B,Alice Chan,Fri,11:30,13:00,D305,2025S
COMP1850,Cloud Computing,C,Mary Wong,Mon,13:00,14:30,E110,2026F
MATH1851,Network Security,D,David Smith,Tue,14:30,16:00,F402,2026S
STAT1852,Artificial Intelligence,A,Kevin Brown,Wed,16:00,17:30,A101,2025F
BUS1853,Web Development,B,Lisa Chen,Thu,18:00,20:00,A108,2025S
ENG1854,Linear Algebra,C,Peter Ho,Fri,08:30,10:00,A202,2026F
PHYS1855,Discrete Mathematics,D,Grace Lam,Mon,10:00,11:30,B201,2026S
CHEM1856,Project Management,A,Helen Zhao,Tue,11:30,13:00,B202,2025F
BIO1857,Information Systems,B,Michael Tan,Wed,13:00,14:30,B301,2025S
ECON1858,Cybersecurity Fundamentals,C,Sarah Liu,Thu,14:30,16:00,C105,2026F
ART1859,Machine Learning,D,Daniel Wu,Fri,16:00,17:30,C301,2026S
COMP1860,Data Communications,A,Emma Chen,Mon,18:00,20:00,D210,2025F
MATH1861,Operating Systems,B,Robert Young,Tue,08:30,10:00,D305,2025S
STAT1862,Database Systems,C,Anna Wang,Wed,10:00,11:30,E110,2026F
BUS1863,Software Engineering,D,Victor Lam,Thu,11:30,13:00,F402,2026S
ENG1864,Computer Networks,A,John Lee,Fri,13:00,14:30,A101,2025F
PHYS1865,Calculus,B,Alice Chan,Mon,14:30,16:00,A108,2025S
CHEM1866,Probability and Statistics,C,Mary Wong,Tue,16:00,17:30,A202,2026F
BIO1867,Business Analytics,D,David Smith,Wed,18:00,20:00,B201,2026S
ECON1868,Academic Writing,A,Kevin Brown,Thu,08:30,10:00,B202,2025F
ART1869,Digital Design,B,Lisa Chen,Fri,10:00,11:30,B301,2025S
COMP1870,Cloud Computing,C,Peter Ho,Mon,11:30,13:00,C105,2026F
MATH1871,Network Security,D,Grace Lam,Tue,13:00,14:30,C301,2026S
STAT1872,Artificial Intelligence,A,Helen Zhao,Wed,14:30,16:00,D210,2025F
BUS1873,Web Development,B,Michael Tan,Thu,16:00,17:30,D305,2025S
ENG1874,Linear Algebra,C,Sarah Liu,Fri,18:00,20:00,E110,2026F
PHYS1875,Discrete Mathematics,D,Daniel Wu,Mon,08:30,10:00,F402,2026S
CHEM1876,Project Management,A,Emma Chen,Tue,10:00,11:30,A101,2025F
BIO1877,Information Systems,B,Robert Young,Wed,11:30,13:00,A108,2025S
ECON1878,Cybersecurity Fundamentals,C,Anna Wang,Thu,13:00,14:30,A202,2026F
ART1879,Machine Learning,D,Victor Lam,Fri,14:30,16:00,B201,2026S
COMP1880,Data Communications,A,John Lee,Mon,16:00,17:30,B202,2025F
MATH1881,Operating Systems,B,Alice Chan,Tue,18:00,20:00,B301,2025S
STAT1882,Database Systems,C,Mary Wong,Wed,08:30,10:00,C105,2026F
BUS1883,Software Engineering,D,David Smith,Thu,10:00,11:30,C301,2026S
ENG1884,Computer Networks,A,Kevin Brown,Fri,11:30,13:00,D210,2025F
PHYS1885,Calculus,B,Lisa Chen,Mon,13:00,14:30,D305,2025S
CHEM1886,Probability and Statistics,C,Peter Ho,Tue,14:30,16:00,E110,2026F
BIO1887,Business Analytics,D,Grace Lam,Wed,16:00,17:30,F402,2026S
ECON1888,Academic Writing,A,Helen Zhao,Thu,18:00,20:00,A101,2025F
ART1889,Digital Design,B,Michael Tan,Fri,08:30,10:00,A108,2025S
COMP1890,Cloud Computing,C,Sarah Liu,Mon,10:00,11:30,A202,2026F
MATH1891,Network Security,D,Daniel Wu,Tue,11:30,13:00,B201,2026S
STAT1892,Artificial Intelligence,A,Emma Chen,Wed,13:00,14:30,B202,2025F
BUS1893,Web Development,B,Robert Young,Thu,14:30,16:00,B301,2025S
ENG1894,Linear Algebra,C,Anna Wang,Fri,16:00,17:30,C105,2026F
PHYS1895,Discrete Mathematics,D,Victor Lam,Mon,18:00,20:00,C301,2026S
CHEM1896,Project Management,A,John Lee,Tue,08:30,10:00,D210,2025F
BIO1897,Information Systems,B,Alice Chan,Wed,10:00,11:30,D305,2025S
ECON1898,Cybersecurity Fundamentals,C,Mary Wong,Thu,11:30,13:00,E110,2026F
ART1899,Machine Learning,D,David Smith,Fri,13:00,14:30,F402,2026S
COMP1900,Data Communications,A,Kevin Brown,Mon,14:30,16:00,A101,2025F
MATH1901,Operating Systems,B,Lisa Chen,Tue,16:00,17:30,A108,2025S
STAT1902,Database Systems,C,Peter Ho,Wed,18:00,20:00,A202,2026F
BUS1903,Software Engineering,D,Grace Lam,Thu,08:30,10:00,B201,2026S
ENG1904,Computer Networks,A,Helen Zhao,Fri,10:00,11:30,B202,2025F
PHYS1905,Calculus,B,Michael Tan,Mon,11:30,13:00,B301,2025S
CHEM1906,Probability and Statistics,C,Sarah Liu,Tue,13:00,14:30,C105,2026F
BIO1907,Business Analytics,D,Daniel Wu,Wed,14:30,16:00,C301,2026S
ECON1908,Academic Writing,A,Emma Chen,Thu,16:00,17:30,D210,2025F
ART1909,Digital Design,B,Robert Young,Fri,18:00,20:00,D305,2025S
COMP1910,Cloud Computing,C,Anna Wang,Mon,08:30,10:00,E110,2026F
MATH1911,Network Security,D,Victor Lam,Tue,10:00,11:30,F402,2026S
STAT1912,Artificial Intelligence,A,John Lee,Wed,11:30,13:00,A101,2025F
BUS1913,Web Development,B,Alice Chan,Thu,13:00,14:30,A108,2025S
ENG1914,Linear Algebra,C,Mary Wong,Fri,14:30,16:00,A202,2026F
PHYS1915,Discrete Mathematics,D,David Smith,Mon,16:00,17:30,B201,2026S
CHEM1916,Project Management,A,Kevin Brown,Tue,18:00,20:00,B202,2025F
BIO1917,Information Systems,B,Lisa Chen,Wed,08:30,10:00,B301,2025S
ECON1918,Cybersecurity Fundamentals,C,Peter Ho,Thu,10:00,11:30,C105,2026F
ART1919,Machine Learning,D,Grace Lam,Fri,11:30,13:00,C301,2026S
COMP1920,Data Communications,A,Helen Zhao,Mon,13:00,14:30,D210,2025F
MATH1921,Operating Systems,B,Michael Tan,Tue,14:30,16:00,D305,2025S
STAT1922,Database Systems,C,Sarah Liu,Wed,16:00,17:30,E110,2026F
BUS1923,Software Engineering,D,Daniel Wu,Thu,18:00,20:00,F402,2026S
ENG1924,Computer Networks,A,Emma Chen,Fri,08:30,10:00,A101,2025F
PHYS1925,Calculus,B,Robert Young,Mon,10:00,11:30,A108,2025S
CHEM1926,Probability and Statistics,C,Anna Wang,Tue,11:30,13:00,A202,2026F
BIO1927,Business Analytics,D,Victor Lam,Wed,13:00,14:30,B201,2026S
ECON1928,Academic Writing,A,John Lee,Thu,14:30,16:00,B202,2025F
ART1929,Digital Design,B,Alice Chan,Fri,16:00,17:30,B301,2025S
COMP1930,Cloud Computing,C,Mary Wong,Mon,18:00,20:00,C105,2026F
MATH1931,Network Security,D,David Smith,Tue,08:30,10:00,C301,2026S
STAT1932,Artificial Intelligence,A,Kevin Brown,Wed,10:00,11:30,D210,2025F
BUS1933,Web Development,B,Lisa Chen,Thu,11:30,13:00,D305,2025S
ENG1934,Linear Algebra,C,Peter Ho,Fri,13:00,14:30,E110,2026F
PHYS1935,Discrete Mathematics,D,Grace Lam,Mon,14:30,16:00,F402,2026S
CHEM1936,Project Management,A,Helen Zhao,Tue,16:00,17:30,A101,2025F
BIO1937,Information Systems,B,Michael Tan,Wed,18:00,20:00,A108,2025S
ECON1938,Cybersecurity Fundamentals,C,Sarah Liu,Thu,08:30,10:00,A202,2026F
ART1939,Machine Learning,D,Daniel Wu,Fri,10:00,11:30,B201,2026S
COMP1940,Data Communications,A,Emma Chen,Mon,11:30,13:00,B202,2025F
MATH1941,Operating Systems,B,Robert Young,Tue,13:00,14:30,B301,2025S
STAT1942,Database Systems,C,Anna Wang,Wed,14:30,16:00,C105,2026F
BUS1943,Software Engineering,D,Victor Lam,Thu,16:00,17:30,C301,2026S
ENG1944,Computer Networks,A,John Lee,Fri,18:00,20:00,D210,2025F
PHYS1945,Calculus,B,Alice Chan,Mon,08:30,10:00,D305,2025S
CHEM1946,Probability and Statistics,C,Mary Wong,Tue,10:00,11:30,E110,2026F
BIO1947,Business Analytics,D,David Smith,Wed,11:30,13:00,F402,2026S
ECON1948,Academic Writing,A,Kevin Brown,Thu,13:00,14:30,A101,2025F
ART1949,Digital Design,B,Lisa Chen,Fri,14:30,16:00,A108,2025S
COMP1950,Cloud Computing,C,Peter Ho,Mon,16:00,17:30,A202,2026F
MATH1951,Network Security,D,Grace Lam,Tue,18:00,20:00,B201,2026S
STAT1952,Artificial Intelligence,A,Helen Zhao,Wed,08:30,10:00,B202,2025F
BUS1953,Web Development,B,Michael Tan,Thu,10:00,11:30,B301,2025S
ENG1954,Linear Algebra,C,Sarah Liu,Fri,11:30,13:00,C105,2026F
PHYS1955,Discrete Mathematics,D,Daniel Wu,Mon,13:00,14:30,C301,2026S
CHEM1956,Project Management,A,Emma Chen,Tue,14:30,16:00,D210,2025F
BIO1957,Information Systems,B,Robert Young,Wed,16:00,17:30,D305,2025S
ECON1958,Cybersecurity Fundamentals,C,Anna Wang,Thu,18:00,20:00,E110,2026F
ART1959,Machine Learning,D,Victor Lam,Fri,08:30,10:00,F402,2026S
COMP1960,Data Communications,A,John Lee,Mon,10:00,11:30,A101,2025F
MATH1961,Operating Systems,B,Alice Chan,Tue,11:30,13:00,A108,2025S
STAT1962,Database Systems,C,Mary Wong,Wed,13:00,14:30,A202,2026F
BUS1963,Software Engineering,D,David Smith,Thu,14:30,16:00,B201,2026S
ENG1964,Computer Networks,A,Kevin Brown,Fri,16:00,17:30,B202,2025F
PHYS1965,Calculus,B,Lisa Chen,Mon,18:00,20:00,B301,2025S
CHEM1966,Probability and Statistics,C,Peter Ho,Tue,08:30,10:00,C105,2026F
BIO1967,Business Analytics,D,Grace Lam,Wed,10:00,11:30,C301,2026S
ECON1968,Academic Writing,A,Helen Zhao,Thu,11:30,13:00,D210,2025F
ART1969,Digital Design,B,Michael Tan,Fri,13:00,14:30,D305,2025S
COMP1970,Cloud Computing,C,Sarah Liu,Mon,14:30,16:00,E110,2026F
MATH1971,Network Security,D,Daniel Wu,Tue,16:00,17:30,F402,2026S
STAT1972,Artificial Intelligence,A,Emma Chen,Wed,18:00,20:00,A101,2025F
BUS1973,Web Development,B,Robert Young,Thu,08:30,10:00,A108,2025S
ENG1974,Linear Algebra,C,Anna Wang,Fri,10:00,11:30,A202,2026F
PHYS1975,Discrete Mathematics,D,Victor Lam,Mon,11:30,13:00,B201,2026S
CHEM1976,Project Management,A,John Lee,Tue,13:00,14:30,B202,2025F
BIO1977,Information Systems,B,Alice Chan,Wed,14:30,16:00,B301,2025S
ECON1978,Cybersecurity Fundamentals,C,Mary Wong,Thu,16:00,17:30,C105,2026F
ART1979,Machine Learning,D,David Smith,Fri,18:00,20:00,C301,2026S
COMP1980,Data Communications,A,Kevin Brown,Mon,08:30,10:00,D210,2025F
MATH1981,Operating Systems,B,Lisa Chen,Tue,10:00,11:30,D305,2025S
STAT1982,Database Systems,C,Peter Ho,Wed,11:30,13:00,E110,2026F
BUS1983,Software Engineering,D,Grace Lam,Thu,13:00,14:30,F402,2026S
ENG1984,Computer Networks,A,Helen Zhao,Fri,14:30,16:00,A101,2025F
PHYS1985,Calculus,B,Michael Tan,Mon,16:00,17:30,A108,2025S
CHEM1986,Probability and Statistics,C,Sarah Liu,Tue,18:00,20:00,A202,2026F
BIO1987,Business Analytics,D,Daniel Wu,Wed,08:30,10:00,B201,2026S
ECON1988,Academic Writing,A,Emma Chen,Thu,10:00,11:30,B202,2025F
ART1989,Digital Design,B,Robert Young,Fri,11:30,13:00,B301,2025S
COMP1990,Cloud Computing,C,Anna Wang,Mon,13:00,14:30,C105,2026F
MATH1991,Network Security,D,Victor Lam,Tue,14:30,16:00,C301,2026S
STAT1992,Artificial Intelligence,A,John Lee,Wed,16:00,17:30,D210,2025F
BUS1993,Web Development,B,Alice Chan,Thu,18:00,20:00,D305,2025S
ENG1994,Linear Algebra,C,Mary Wong,Fri,08:30,10:00,E110,2026F
PHYS1995,Discrete Mathematics,D,David Smith,Mon,10:00,11:30,F402,2026S
CHEM1996,Project Management,A,Kevin Brown,Tue,11:30,13:00,A101,2025F
BIO1997,Information Systems,B,Lisa Chen,Wed,13:00,14:30,A108,2025S
ECON1998,Cybersecurity Fundamentals,C,Peter Ho,Thu,14:30,16:00,A202,2026F
ART1999,Machine Learning,D,Grace Lam,Fri,16:00,17:30,B201,2026S
